Content,EU is like,Europe is like,Democracy is like,id,project_id,version,language,server_upload_time,Are you ready to take part?,1. Please describe a recent experience of you in our society: Something that is important to you and you would tell a good friend. Share your experience here in a couple of sentences. The experience can be positive or negative. There are no right or wrong answers.,1.1 What title would you give your experience?,1.2 What you described relates mainly to...(pick up to three)_Mobilty and transport,1.2 What you described relates mainly to...(pick up to three)_Fairness and social justice,1.2 What you described relates mainly to...(pick up to three)_Nature and climate,1.2 What you described relates mainly to...(pick up to three)_Health and Wellbeing,1.2 What you described relates mainly to...(pick up to three)_Migration and Refugees,1.2 What you described relates mainly to...(pick up to three)_Work and Occupation,1.2 What you described relates mainly to...(pick up to three)_Housing and Living Conditions,1.2 What you described relates mainly to...(pick up to three)_Democracy and Goverance,1.2 What you described relates mainly to...(pick up to three)_Economy and Markets,1.2 What you described relates mainly to...(pick up to three)_Living together and Community,1.2 What you described relates mainly to...(pick up to three)_Education and Schools,1.2 What you described relates mainly to...(pick up to three)_Peace and Security,"1.2 What you described relates mainly to...(pick up to three)_Other, please specify ",Other,1.3 In general this experience was...,"2.1 In the experience you shared, what matters most are..._percentX","2.1 In the experience you shared, what matters most are..._Values and traditions","2.1 In the experience you shared, what matters most are..._Change and innovation","2.1 In the experience you shared, what matters most are..._NA","2.2 In the experience you shared, others behave..._percentX","2.2 In the experience you shared, others behave..._As expected","2.2 In the experience you shared, others behave..._Unusually","2.2 In the experience you shared, others behave..._NA","2.3 In the experience you shared, everybody is treated ..._percentX","2.3 In the experience you shared, everybody is treated ..._The same but it's not ok","2.3 In the experience you shared, everybody is treated ..._Differently but it's not ok","2.3 In the experience you shared, everybody is treated ..._NA","2.4 In the experience you shared, you feel the government..._percentX","2.4 In the experience you shared, you feel the government..._Interferes too much","2.4 In the experience you shared, you feel the government..._Doesn't care at all","2.4 In the experience you shared, you feel the government..._NA",3.1 The experience you shared relates to..._percentX,3.1 The experience you shared relates to..._percentY,3.1 The experience you shared relates to..._The past,3.1 The experience you shared relates to..._The future,3.1 The experience you shared relates to..._The present,3.1 The experience you shared relates to..._NA,3.2 The experience you shared relates to..._percentX,3.2 The experience you shared relates to..._percentY,3.2 The experience you shared relates to..._Your country,3.2 The experience you shared relates to..._Europe,3.2 The experience you shared relates to..._Your region,3.2 The experience you shared relates to..._NA,"3.3 In the experience you shared, democracy shows up as..._percentX","3.3 In the experience you shared, democracy shows up as..._percentY","3.3 In the experience you shared, democracy shows up as..._I want to take action","3.3 In the experience you shared, democracy shows up as..._I want politicians to take action","3.3 In the experience you shared, democracy shows up as..._I want to be left alone ","3.3 In the experience you shared, democracy shows up as..._NA","3.4 In the experience you shared, your concern is..._percentX","3.4 In the experience you shared, your concern is..._percentY","3.4 In the experience you shared, your concern is..._Everything is changing ","3.4 In the experience you shared, your concern is..._We move backwards","3.4 In the experience you shared, your concern is..._Nothing changes","3.4 In the experience you shared, your concern is..._NA","4 In the experience you share, where do you see yourself and where do you see the others in the context of your experience above? Please place the dots on the corresponding figures below._Me_percentX","4 In the experience you share, where do you see yourself and where do you see the others in the context of your experience above? Please place the dots on the corresponding figures below._Me_percentY","4 In the experience you share, where do you see yourself and where do you see the others in the context of your experience above? Please place the dots on the corresponding figures below._The others _percentX","4 In the experience you share, where do you see yourself and where do you see the others in the context of your experience above? Please place the dots on the corresponding figures below._The others _percentY","4 In the experience you share, where do you see yourself and where do you see the others in the context of your experience above? Please place the dots on the corresponding figures below._NA","5.1 For me, the EU is like...","5.2 For me, Europe is like...","5.1 For me, the EU is like...","5.3 For me, democracy is like...",6.1 Who should hear your story? (optional),"6.2 If you could ask one question to people in power, what would it be? (optional)",6.3 The experience you described was...,6.4 My experience is from...,6.4 My experience is from..._NA,6.5 I identify as...,6.6 I am ...,Consent Minors,Consent,definition_version,responder_id,meta_ID,meta_started,meta_platform,meta_completed,meta_application,meta_platform_version,meta_selected_language,8374d6ad-cf1a-49af-b8a0-3ed51e6568e5,126fc983-fd6a-432b-917b-4c686acdb499_percentX,14c0521d-de12-48c0-a56e-48072590e08b_819b5088-fbfc-4c65-9229-59c041df4364_percentX,14c0521d-de12-48c0-a56e-48072590e08b_819b5088-fbfc-4c65-9229-59c041df4364_percentY,8f4b8713-78d7-4993-ae3f-1977fd2271fd_percentX,7ace6480-c1af-49e0-bc6b-d6154157f991_NA,87770cec-a240-45ac-b517-4989bddc77a9_percentX,193e248c-0f4f-4dd8-ae6e-567a9df01b5b_percentX,193e248c-0f4f-4dd8-ae6e-567a9df01b5b_percentY,2.3 In the experience you shared,everybody is treated ..._undefined,2.3 In the experience you shared,everybody is treated ..._undefined,7ace6480-c1af-49e0-bc6b-d6154157f991_percentX,126fc983-fd6a-432b-917b-4c686acdb499_NA,2.1 In the experience you shared,what matters most are..._undefined,2.1 In the experience you shared,what matters most are..._undefined,b16e719a-3b6d-4f24-8011-6a5c40423b17_percentX,b16e719a-3b6d-4f24-8011-6a5c40423b17_percentY,b16e719a-3b6d-4f24-8011-6a5c40423b17_NA,87770cec-a240-45ac-b517-4989bddc77a9_NA,2.4 In the experience you shared,you feel the government..._undefined,2.4 In the experience you shared,you feel the government..._undefined,2.2 In the experience you shared,others behave..._undefined,2.2 In the experience you shared,others behave..._undefined,8f4b8713-78d7-4993-ae3f-1977fd2271fd_NA,meta_user_id_NA,meta_vocab_id_NA,meta_selectedLanguage_NA,meta_started_location_speed,meta_started_location_heading,meta_started_location_accuracy,meta_started_location_altitude,meta_started_location_latitude,meta_started_location_longitude,meta_completed_location_speed,meta_completed_location_heading,meta_completed_location_accuracy,meta_completed_location_altitude,meta_completed_location_latitude,meta_completed_location_longitude,126fc983-fd6a-432b-917b-4c686acdb499_55ec8516-88a8-444f-a422-5b7711e16638,126fc983-fd6a-432b-917b-4c686acdb499_68f69ef0-da6d-4a07-a141-4219cc12f3a0,8f4b8713-78d7-4993-ae3f-1977fd2271fd_55ec8516-88a8-444f-a422-5b7711e16638,8f4b8713-78d7-4993-ae3f-1977fd2271fd_68f69ef0-da6d-4a07-a141-4219cc12f3a0,87770cec-a240-45ac-b517-4989bddc77a9_55ec8516-88a8-444f-a422-5b7711e16638,87770cec-a240-45ac-b517-4989bddc77a9_68f69ef0-da6d-4a07-a141-4219cc12f3a0,7ace6480-c1af-49e0-bc6b-d6154157f991_55ec8516-88a8-444f-a422-5b7711e16638,7ace6480-c1af-49e0-bc6b-d6154157f991_68f69ef0-da6d-4a07-a141-4219cc12f3a0,66bb2602-c816-4ec5-8834-bf608cf32dd6_b95032e1-0661-4857-93fe-ab4834f377a3,5a7d7c46-2f1e-4395-934e-26f9f28d2715,7c171ad9-ecf2-43ff-8f14-51c003eedce9,meta_can_id,meta_source,meta_link_id,meta_email_subject,meta_email_referrer,meta_user_id,meta_started_location_altitudeAccuracy,meta_completed_location_altitudeAccuracy,meta_fbclid,meta__hsmi,meta_utm_medium,meta_utm_source,meta_utm_content,meta_vocab_id,meta__hsenc,meta_amp;ID
I convened a parish and community forum meeting for the district I work in which focused on how we all as local community partners can actively respond to the recently published Cambridgeshire Poverty Strategy commission report.,,An extended family I want to be part of,the best possible within the bad,2b752525-f730-48f2-89e9-b34ae65e65fd,d1c06283-3a51-4050-ac6d-ea29ae75f32c,0.3,en,1748166953038,I understand and agree to take part.,I convened a parish and community forum meeting for the district I work in which focused on how we all as local community partners can actively respond to the recently published Cambridgeshire Poverty Strategy commission report.,Uplifting,,1,,1,,,,,,1,,,,,Very positive,0.57,0.43,0.57,,0.7,0.3,0.7,,,,,1,0.5,0.5,0.5,,0.3744657957,0.1996502007,0.1996502007,0.525709104,0.2746406953,,0.896901742,0.06041390442,0.06041390442,0.07289130578,0.8666947898,,0.5080128205,0.8256182062,0.8256182062,0.07917807637,0.0952037174,,0.4935897436,0.2894257202,0.2894257202,0.3616973963,0.3488768835,,0.6236645503,0.8404555321,0.6327457306,0.6004602585,,,An extended family I want to be part of,,lo mejor posible dentro de lo malo,"Senior colleagues within local public sector need to listen and understand fully from all perspectives, not in a 'we will fix this' way... Similar for national government","Could you please listen better, start by understanding and responding in a way which is truly about subsidiarity?",rare but it happens from time to time,Other,,Female,34 - 54,,I consent to the processing of my data under the privacy policy of Volt Europa A.I.S.B.L.,446,,ChangeNOW25,1748165926573,Chrome,1748166950781,WebCollector 2.4,136,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Well, look, the other day I went to submit the application to the Madrid City Hall to get married in a civil ceremony. They don't have a date until November, when my ceremony is in August, and the logical thing to do is to get married a few days before to avoid problems with the company and the 15-day honeymoon they're supposed to give you. Not only are they slow, but they also close the City Hall in August. August is when most people get married, so what's the point of that? The City Hall there isn't working to meet the needs of the citizens, obviously. Worse relations with the City Hall, worse democracy.",a good idea poorly executed,the epicenter,,acff078a-8ddf-450c-a828-32cd50863759,d1c06283-3a51-4050-ac6d-ea29ae75f32c,0.3,en,1748255371886,I understand and agree to take part.,"Pues mira el otro día fui a hacer la solicitud para enviar los papeles para casarme por lo civil en la Administración de Madrid. No tienen fecha hasta noviembre, cuando mi ceremonia es en agosto y lo lógico es casarse unos días antes para no tener problemas con la empresa y los 15 días de luna de miel que te deben dar. No solo es que van lentos, sino que además cierran en Agosto la Admnistración. En agosto es cuando más se casa la gente, ¿qué sentido tiene eso? Ahí la administración no está trabajando de cara a la necesidad del ciudadano, evidentemente. Peor relación con la administración, peor democracia.",El NO servicio al ciudadano de la administración,,,,,,,,,,,,,1,Administración Pública y servicio al ciudadano,Very negative,0.98,0.02,0.98,,0.3,0.7,0.3,,0.21,0.79,0.21,,0.72,0.28,0.72,,0.31875,0.1088691547,0.1088691547,0.6268154227,0.2643154227,,0.640625,0.4362072842,0.4362072842,0.1412713579,0.4225213579,,0.209375,0.2527540468,0.2527540468,0.6642479766,0.08299797662,,0.84375,0.1376461331,0.1376461331,0.08742693345,0.7749269335,,0.0625,0.2961580803,0.9121621622,0.851454481,,una buena idea mal ejecutada,el epicentro,,,"Los funcionarios, para que espabilen y tomen acción y orienten su servicio al ciudadano y mejoren su reputación. Los mandos intermedios y altos con capacidad de decisón para cambiar el problema.",¿Has pensado alguna vez en ponerle fin a tu camino en estos lares? ¿Qué tendría que pasar para que eso suceda?,very common,Spain,,Male,25 - 34,,I consent to the processing of my data under the privacy policy of Volt Europa A.I.S.B.L.,446,,chargedi,1748254896397,Chrome,1748255370199,WebCollector 2.4,136,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I met an Italian girl of Nigerian origins who encountered obstacles in her sports career due to the fact that she did not possess Italian citizenship.,A utopian project to commit to,Different peoples with intertwined histories,A long and tiring process,2e7f4ce1-20f0-49a6-a4c9-c9806701e58c,d1c06283-3a51-4050-ac6d-ea29ae75f32c,0.3,en,1748278459709,I understand and agree to take part.,Ho conosciuto una ragazza italiana ma di origini nigeriane che ha trovato ostacoli nella sua carriera sportiva a causa del fatto che non risultasse in possesso della cittadinanza italiana.,Italiani ma senza cittadinanza,,1,,,,,,,,,,,,,Very negative,0.99,0.01,0.99,,0.35,0.65,0.35,,0.98,0.02,0.98,,0.9,0.1,0.9,,0.4951923077,0.8927192585,0.8927192585,0.05844806308,0.04883267846,,0.4909188197,0.944601372,0.944601372,0.03678049428,0.01861813372,,0.07532050059,0.02747824056,0.02747824056,0.9109403791,0.06158138031,,0.06650641026,0.03485715064,0.03485715064,0.9160650144,0.04907783494,,0.2086004477,0.1323655701,0.8862180343,0.1272673226,,Un progetto utopico per cui impegnarsi,Popoli diversi con storie intrecciate,,Un processo lungo e faticoso,"Tutti!!! Politici, partiti, movimenti di attivismo, società civile, cittadini",,very common,Italy,,Male,25 - 34,,I consent to the processing of my data under the privacy policy of Volt Europa A.I.S.B.L.,446,,IT_pmt_sp,1748278075724,Chrome,1748278457697,WebCollector 2.4,136,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For the past three years, I have lived in Ukraine with my wife, both of us working for humanitarian organizations. We moved there after the Russian invasion began in 2022, and a few months ago we returned to Spain. Upon returning to the EU, I clearly felt a widespread lack of understanding and concern for the issue of Ukraine, the reality and consequences of the war, Europe's role and responsibility in this war, and the lives of the hundreds of thousands of Ukrainian refugees in Europe. Aside from a few exceptions and specific contexts, I find it difficult to understand—and partly accept—this low level of engagement, information, and activity, even indirect or merely emotional, of so many people in the place where I live. I also find the response and determination of most European institutions in seeking a solution utterly inadequate.",a community,a house,A guide,596784c8-73e1-4c60-ae24-fd66aae422f0,d1c06283-3a51-4050-ac6d-ea29ae75f32c,0.3,en,1748278615953,I understand and agree to take part.,"Negli ultimi 3 anni ho vissuto in Ucraina, con mia moglie, lavorando entrambi per organizzazioni umanitarie. Ci siamo trasferiti lì dopo l'inizio dell'invasione da parte della Russia nel 2022, e qualche mese fa siamo tornati in Spagna. Al ritorno in UE, ho chiaramente sentito una generalizzata mancanza di comprensione ed attenzione per il tema dell'Ucraina, della realtà e conseguenze della guerra, per il ruolo e la responsabilità dell'Europa in questa guerra e per la vita delle centinaia di migliaia di rifugiati ucraini in Europa. Al di là di alcune eccezioni, ed alcuni contesti particolari, trovo difficile capire - e in parte accettare - questo basso livello di coinvolgimento, informazione e attività, anche indiretti o solamente emotivi, di tante delle persone nel posto in cui vivo, così come trovo la risposta e determinazione della maggior parte delle istituzioni europee nel cercare una soluzione, assolutamente insufficiente. ",Ritorno dall'Ucraina,,,,,1,,,1,,,,1,,,Negative,0.32,0.68,0.32,,0.33,0.67,0.33,,0.09,0.91,0.09,,0.83,0.17,0.83,,0.33125,0.02973246403,0.02973246403,0.653883768,0.316383768,,0.265625,0.493761241,0.493761241,0.4874943795,0.0187443795,,0.378125,0.7095885791,0.7095885791,0.2670807104,0.02333071043,,0.48125,0.1943008094,0.1943008094,0.4215995953,0.3840995953,,0.3716216216,0.3833336443,0.8023648649,0.7463661299,,una comunitá,una casa,,Una guida,"Le persone che non si interessano del tema, chi sogna più Europa, leader politici. ",Perché non ci avete guidato?,somewhat common,Spain,,Male,25 - 34,,I consent to the processing of my data under the privacy policy of Volt Europa A.I.S.B.L.,446,,IT_pmt_sp,1748277236920,Chrome,1748278614720,WebCollector 2.4,136,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"One evening I went to a restaurant.
The hostess had been very helpful and kind throughout the meal. When it was time to pay, I found myself with a bill that was much higher than I'd originally agreed upon. The hostess, when paying, didn't issue a receipt and gave me a discount, but it was still negligible compared to the amount I'd originally expected to pay.",A roof without a house,A sleeping giant,A poorly oiled machine,c15a1bb3-f81e-41f0-8b35-0b6d6fc84774,d1c06283-3a51-4050-ac6d-ea29ae75f32c,0.3,en,1748278596694,I understand and agree to take part.,"Una sera sono andato al ristorante.
Durante tutto il pasto la padrona di casa era stata molto disponibile e gentile. Giunti alla fine era il momento di pagare mi sono ritrovato un conto che era molto più alto di quello prestabilito. La padrona, nel momento del pagamento, non batte scontrino e mi fa uno sconto, ma comunque irrisorio se paragonato alla cifra che mi aspettavo di pagare in origine.",Amara cortesia,,,,,,,,,,1,,,,,Very negative,,,,1,0.72,0.28,0.72,,0.21,0.79,0.21,,0.73,0.27,0.73,,0.596875,0.6268547662,0.6268547662,0.08969761691,0.2834476169,,0.49375,0.803113759,0.803113759,0.1046931205,0.0921931205,,0.275,0.3354878597,0.3354878597,0.5572560701,0.1072560701,,0.5625,0.07649505396,0.07649505396,0.399252473,0.524252473,,0.06039755352,0.242145801,0.4686544343,0.1535031417,,Un tetto senza una casa,Un gigante assopito,,Un ingranaggio poco oliato,Politici e consumatori,Guardate la realtà e non le ideologie,somewhat common,Italy,,Male,16 - 24,,I consent to the processing of my data under the privacy policy of Volt Europa A.I.S.B.L.,446,,IT_pmt_sp,1748277785047,Safari,1748278595101,WebCollector 2.4,604,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For years, I have been fighting against the fact that in industries and workplaces, the bare minimum is done to protect the health and safety of workers, environmental impact is neglected, and European regulations are considered a bureaucratic burden and a drag on profits. The reality is that these rules protect everyone, yet those directly affected seem unaware of the risks and damage they cause to the environment, to others, and, above all, to themselves.

Workers themselves aren't concerned about this situation, and even when they are empowered to perform well, they tend to operate without the safety measures provided.

In other words, there is a lack of culture and awareness, and widespread shortsightedness regarding workplace safety and health.",the compass that indicates the correct way to manage this problem.,"the meeting of different skills and abilities, which, if enabled to collaborate, bring great benefits.","an ineffective way to find a fair solution; in reality, one seeks a solution that is acceptable to the majority (even if it is unfair).",206cbd31-2b1f-43c2-9706-aa765b5f031a,d1c06283-3a51-4050-ac6d-ea29ae75f32c,0.3,en,1748278608957,I understand and agree to take part.,"Da anni combatto contro il fatto che nelle industrie e sui luoghi di lavoro si faccia il minimo possibile per tutelare la sicurezza e la salute dei lavoratori, si trascura l'impatto ambientale e si considerano le normative europee un peso burocratico ed una zavorra al profitto. La realtà è che queste regole tutelano tutte le persone, ma sembra che i diretti interessati non si rendano conto dei rischi e dei danni che arrecano all'ambiente, agli altri, ma soprattutto a se stessi.

Gli stessi lavoratori non si preoccupano di questa situazione e, anche quando li metti in condizione di lavorare bene, tendenzialmente operano senza le sicurezze fornite.

In altre parole, c'è una mancanza di cultura e di consapevolezza ed una miopia diffusa sul tema della sicurezza e della salute sui luoghi di lavoro.",Miopia ecologica delle industrie e dei lavoratori.,,,1,1,,1,,,,,,,,,Negative,0.82,0.18,0.82,,0.81,0.19,0.81,,,,,1,0.81,0.19,0.81,,,,,,,1,0.678125,0.4901641187,0.4901641187,0.07679294065,0.4330429406,,0.309375,0.4434015288,0.4434015288,0.4689242356,0.08767423561,,0.971875,0.00001,0.00001,0.02812,0.97187,,0.214527027,0.6114231336,0.8023648649,0.733230086,,la bussola che indica la corretta via per gestire questo problema.,"l'incontro di competenze e di capacità differenti, che se messe in condizioni di collaborare portano grandi benefici.",,un modo inefficace per trovare una soluzione giusta; in realtà si cerca una soluzione che vada bene alla maggioranza (anche se ingiusta).,Gli imprenditori e i politici.,"Potreste aumentare i controlli nelle imprese per garantire salute, sicurezza e cura per l'ambiente?.",very common,Italy,,Male,34 - 54,,I consent to the processing of my data under the privacy policy of Volt Europa A.I.S.B.L.,446,,IT_pmt_sp,1748277812292,Chrome,1748278607522,WebCollector 2.4,136,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have a car in excellent condition, but it's a Euro 5 diesel, and I'll probably no longer be able to use it in September. The regional government hasn't given any guidance on this matter, and this fact has truly created a climate of uncertainty for me and everyone else in the same situation.
This issue surfaces in the media every now and then, but nothing is clear.",Neverland by Edoardo Bennato,A quarrelsome chicken coop,a crystal vase,87331fbe-2f40-4248-8667-70a257df47e5,d1c06283-3a51-4050-ac6d-ea29ae75f32c,0.3,en,1748278678900,I understand and agree to take part.,"Ho una macchina in ottime condizioni, ma è un euro 5 diesel e probabilmente  a settembre non potrò più utilizzarla. L'amministrazione regionale non da' nessuna indicazione in merito e questo fatto crea veramente un clima di incertezza in me e tutti quelli che si trovano nella stessa situazione.
A livello di mass media ogni tanto questa cosa emerge, ma non c'è nulla di chiaro",Vittima della transizione green o delle autorità italiane?,1,,1,,,,,,,1,,,,,Negative,0.88,0.12,0.88,,0.76,0.24,0.76,,0.000001,0.999999,0.000001,,0.999999,0.000001,0.999999,,0.865625,0.08728642086,0.08728642086,0.09073178957,0.8219817896,,0.5,0.06930080935,0.06930080935,0.4653495953,0.4653495953,,0.115625,0.06930080935,0.06930080935,0.8497245953,0.08097459532,,0.6875,0.5009554856,0.5009554856,0.06202225719,0.4370222572,,0.6165540541,0.3928871308,0.6114864865,0.3785569011,,L'isola che non c'è di Edoardo Bennato,Un pollaio litigioso,,un vaso di cristallo,Il presidente della Regione e il ministro dell'ambiente,,very common,Italy,,Female,55 - 65,,I consent to the processing of my data under the privacy policy of Volt Europa A.I.S.B.L.,446,,IT_pmt_sp,1748277690254,Chrome,1748278672731,WebCollector 2.4,136,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I recently started working on getting my driver's license. I hope to get it soon, especially since the process hasn't been the easiest, especially with the long waiting lists and very high prices.",,,,9485ff1c-0cd6-4bfb-8a81-5bb5c899f5a4,d1c06283-3a51-4050-ac6d-ea29ae75f32c,0.3,en,1748278708962,I understand and agree to take part.,"Ultimamente ho intrapreso il percorso per riuscire a prendere la patente. Spero di prenderla presto, soprattutto perché il percorso non è stato dei più facili, soprattutto per quanto riguarda le lunghe liste d’attesa e i prezzi molto elevati.",Patente,1,1,,,,,,,,,1,,,,Neutral,0.66,0.34,0.66,,0.51,0.49,0.51,,0.3,0.7,0.3,,0.76,0.24,0.76,,0.771875,0.1376461331,0.1376461331,0.1593019335,0.7030519335,,0.49375,0.7239770683,0.7239770683,0.1442614658,0.1317614658,,0.246875,0.1916029676,0.1916029676,0.6573235162,0.1510735162,,0.2,0.112466277,0.112466277,0.7437668615,0.1437668615,,0.8932520102,0.2832041344,0.8698601974,0.1509043928,,,,,,Chi è in grado di gestire e cambiare la situazione in meglio,,very common,Italy,,Female,16 - 24,,I consent to the processing of my data under the privacy policy of Volt Europa A.I.S.B.L.,446,,IT_pmt_sp,1748278027127,Safari,1748278707144,WebCollector 2.4,18,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Political meeting on European community projects for social and work inclusion,,,,ca1c380f-3cbe-4502-bd0e-3d4189cd9ef3,d1c06283-3a51-4050-ac6d-ea29ae75f32c,0.3,en,1748279085750,I understand and agree to take part.,Incontro politico sulla comunità Progetti europei di inclusione sociale e lavorativa,Bene comune,,,,,,,,,,1,,,,,Neutral,0.71,0.29,0.71,,0.29,0.71,0.29,,0.78,0.22,0.78,,0.27,0.73,0.27,,0.859375,0.04771807554,0.04771807554,0.1167659622,0.8355159622,,0.5125,0.8426821043,0.8426821043,0.06615894784,0.09115894784,,0.159375,0.09448066547,0.09448066547,0.7933846673,0.1121346673,,0.159375,0.06930080935,0.06930080935,0.8059745953,0.1247245953,,0.6740633181,0.557052802,0.4253722186,0.7754323058,,,,,,,,somewhat common,Italy,,Female,34 - 54,,I consent to the processing of my data under the privacy policy of Volt Europa A.I.S.B.L.,446,,IT_pmt_sp,1748278906427,Safari,1748279084202,WebCollector 2.4,604,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University researchers work in a state of constant precariousness. In recent years, several reforms have attempted to improve job security for these individuals. However, policymakers have proven incapable of addressing this precariousness, or even intent on exacerbating it. This situation makes university research in Italy an unattractive occupation for few people (those who can afford to spend 10-15 years of their career in a state of uncertainty). This condition slows down social development and innovation.",,,,aa81141b-3f72-4b59-a280-5052ac1dc10b,d1c06283-3a51-4050-ac6d-ea29ae75f32c,0.3,en,1748279158381,I understand and agree to take part.,"Il personale ricercatore all'interno dell'università lavora in uno stato di costante precariato. Negli ultimi anni, alcune riforme hanno teso a migliorare la stabilità lavorativa di queste persone. Tuttavia,  la politica si dimostra incapace di risolvere questa precarietà o addirittura intenzionata ad accentuarla. Questa situazione rende la ricerca universitaria in Italia un impiego poco attrattivo e per poche persone (coloro che possono permettersi di trascorrere 10-15 anni della propria cariera in uno stato di incertezza). Questa condizione rallenta lo sviluppo e l'innovazione della società.",Precariato assicurato,,,,,,1,,,,,,,,,Negative,,,,1,,,,1,0.000001,0.999999,0.000001,,0.999999,0.000001,0.999999,,0.50625,0.321071268,0.321071268,0.333214366,0.345714366,,0.50625,0.9577619155,0.9577619155,0.01486904227,0.02736904227,,0.05,0.04679069245,0.04679069245,0.9266046538,0.02660465378,,0.475,0.04768997302,0.04768997302,0.5011550135,0.4511550135,,0.07263513514,0.3128766817,0.2060810811,0.6782975389,,,,,,,,very common,Italy,,Male,25 - 34,,I consent to the processing of my data under the privacy policy of Volt Europa A.I.S.B.L.,446,,IT_pmt_sp,1748277584525,Chrome,1748279156757,WebCollector 2.4,136,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
